0,1,2,3,4,5,6,7,8,9,10,11,12
-138.52074,-0.20035014,0.06695385,-0.40183586,0.019167611,-0.29519647,375.22784,42.93456,85.80296,33.633293,48.549984,46.0687,45.543266
-140.03194,-0.26302508,0.07942381,-0.3995788,0.03963374,-0.2675311,343.04666,42.8779,89.12337,33.66488,49.02866,45.536354,45.59039
-167.13434,-0.23209266,0.09386552,-0.40182075,0.004675615,-0.25665644,293.34946,43.596058,88.576546,31.88497,55.37428,44.386288,45.545166
-181.0043,-0.2622041,0.10382034,-0.36700463,0.0072730016,-0.22661218,278.84714,42.74046,88.419655,30.391447,50.380215,44.37435,45.607967
-144.42249,-0.2598745,0.066182,-0.42331338,-0.0031989028,-0.29059324,342.1543,42.072002,84.67331,33.45284,49.992466,45.812748,45.535225
-134.8893,-0.2438109,0.076278284,-0.38897377,0.014412049,-0.2965378,315.27225,42.113514,87.65697,34.01036,53.79647,44.921642,45.526085
-116.847374,-0.20971067,0.032586876,-0.4090017,0.02232051,-0.29691878,349.56085,41.64072,84.75989,31.89688,50.83622,45.89821,45.55503
-56.880844,-0.053374086,-0.0056085335,-0.16931026,-0.07622846,-0.08281132,129.03539,39.59204,76.56336,35.449818,47.734715,41.515182,45.77998
-73.7307,-0.072728194,0.02614423,-0.22409008,-0.09342122,-0.09656839,200.31177,39.422783,71.8793,32.196476,46.066193,41.974293,45.781075
-109.54776,-0.13855328,0.07870063,-0.25019726,-0.16094792,-0.08003819,146.78557,41.32272,74.88831,30.468912,42.556217,41.84684,45.785538
-100.61931,-0.18368967,0.04827098,-0.31854123,-0.13238105,-0.17577904,192.18057,40.856907,75.48104,32.93829,44.944107,44.030746,45.696545
-105.99615,-0.14666842,0.033869054,-0.34481373,-0.06481963,-0.23760317,284.63834,40.337093,75.20747,32.50413,45.472492,44.771553,45.67821
-128.36,-0.14456762,0.08970288,-0.31621757,-0.06752036,-0.25219744,197.80006,42.828426,78.06409,33.73725,44.223156,43.113777,45.65124
-164.43301,-0.19391386,0.13192108,-0.34664223,-0.10506282,-0.21575527,220.52702,43.006855,79.97649,30.685593,40.713158,43.48146,45.690193
-143.79414,-0.17954856,0.11315935,-0.36684445,-0.07212602,-0.23666503,156.54973,44.09707,79.96113,33.968338,43.736134,43.008102,45.64006
-186.87381,-0.21043342,0.11302037,-0.38502514,-0.03175165,-0.23987262,278.58957,42.66547,81.02828,31.818407,47.74043,44.33939,45.6023
-149.12016,-0.22277063,0.097157404,-0.3553179,-0.015428088,-0.22573872,291.89023,41.88755,80.782074,33.80742,49.950817,44.08701,45.575222
-132.16994,-0.18543103,0.051742036,-0.40599003,-0.039050918,-0.27084607,351.93503,42.22541,81.866325,32.04025,53.083035,45.335762,45.51551
-130.6918,-0.1611786,0.076431155,-0.3533546,-0.009036599,-0.22591637,345.1809,42.724133,84.20457,29.330679,46.528835,44.363632,45.639553
-148.33044,-0.21572195,0.060689524,-0.3403611,-0.01012728,-0.26947853,355.416,41.013508,81.48833,30.193956,41.764507,46.07001,45.675117
-122.90525,-0.19780807,0.063498124,-0.39556694,-0.04620147,-0.29707322,305.4486,41.7313,81.01094,32.708836,48.824562,44.97166,45.61697
-131.3005,-0.18575366,0.036681257,-0.375681,-0.04098257,-0.30310613,326.155,42.04911,82.549515,31.524265,47.362972,45.038345,45.602734
-122.81768,-0.16140449,0.06073529,-0.3731727,-0.01393188,-0.297261,289.40128,41.92912,81.530876,34.4042,51.427765,44.72465,45.5573
-144.45726,-0.20115973,0.06734554,-0.38996267,0.014159076,-0.3118343,284.3485,43.168827,85.94446,32.832317,54.113113,45.163723,45.533844
-141.83641,-0.16559415,0.08304479,-0.38263112,0.04616471,-0.31437808,315.8496,42.685642,83.9324,37.51856,51.079205,44.892433,45.54292
-115.32967,-0.20112786,0.08043261,-0.38218343,0.021662163,-0.2510727,287.3739,43.63754,84.81528,36.163532,45.824554,44.000935,45.625412
-120.19624,-0.28375065,0.067240365,-0.42503217,-0.019772766,-0.27741465,322.25226,41.565144,81.93907,34.803818,45.41365,45.266388,45.609367
-113.96825,-0.27685037,0.057614032,-0.4623183,-0.040954594,-0.26209325,344.63358,41.327652,78.422455,32.983795,50.34067,46.467323,45.550358
-148.05566,-0.25709686,0.06360621,-0.41154918,0.012971749,-0.2430105,344.5461,41.016838,86.02115,31.364407,57.103928,45.341995,45.54835
-137.7608,-0.30012184,0.07345391,-0.44433475,0.021846622,-0.21984196,364.53125,41.587067,86.001625,29.686852,53.112373,46.20403,45.573013
-135.72679,-0.29851452,0.07716915,-0.4288023,0.0029142767,-0.19920841,396.29654,39.274143,80.90519,31.351528,49.579456,46.708225,45.616196
-144.29352,-0.30489123,0.17959468,-0.4105492,-0.02437883,-0.11621926,422.03494,41.228306,79.7438,30.340399,47.085655,44.535572,45.646732
-148.08409,-0.23890951,0.11731183,-0.45565042,-0.017547654,-0.21027428,344.8394,41.526062,79.96309,28.911825,52.63712,44.683735,45.56983
-143.37274,-0.21385352,0.10206405,-0.4202776,0.0032963196,-0.20013648,371.6987,42.058956,82.26091,29.78306,53.946438,45.642757,45.55758
-144.21973,-0.2187713,0.104211725,-0.4106285,0.009954409,-0.22966376,447.06186,40.90649,79.05412,31.565935,51.491615,45.828484,45.544346
-134.7294,-0.20105252,0.11219241,-0.447468,-0.0034391698,-0.22334288,440.40335,42.198494,82.15788,28.08653,58.830284,45.956703,45.523945
-118.14796,-0.16761954,0.09985914,-0.4461791,-0.011296718,-0.22605169,374.89984,43.37998,84.45718,31.594107,57.134468,44.69854,45.503834
-44.34568,-0.088414066,0.0522193,-0.11890911,-0.060105473,-0.12030743,135.62776,40.09612,71.870895,39.128647,41.693466,41.482845,45.775417
-74.862404,-0.07175487,0.1009326,-0.14993407,-0.09274781,-0.1896189,154.98936,40.377087,69.17122,38.621597,37.12105,41.143234,45.761585
-102.81571,-0.0970728,0.10026868,-0.23165391,-0.0726713,-0.24293132,77.62948,42.399654,73.43608,38.792805,42.67334,41.138275,45.693203
-113.05041,-0.115809314,0.13739915,-0.23016183,-0.07524337,-0.23762992,150.16516,43.261433,75.45322,40.97481,43.526066,40.79477,45.63194
-129.86613,-0.19448787,0.13984995,-0.22743215,-0.06307921,-0.19702978,135.64891,42.858223,78.9269,38.559235,37.467533,42.13904,45.706966
-145.57268,-0.17012103,0.18564335,-0.2049295,-0.025283134,-0.22377858,146.30531,42.943996,78.6314,40.562096,42.64424,40.439808,45.657734
-148.88225,-0.16264662,0.1607532,-0.26170895,-0.02768977,-0.24060285,215.62817,43.024933,78.13146,37.302715,41.87103,42.212337,45.635475
-167.17473,-0.14584386,0.16439563,-0.2285232,-0.024970848,-0.22281328,143.17522,44.09113,82.43679,38.774822,40.790066,41.823875,45.658157
-207.36699,-0.16339463,0.17843656,-0.24536218,-0.009584248,-0.2472849,201.76843,43.232254,84.79443,37.569443,45.36893,42.510338,45.629753
-139.14761,-0.169249,0.10705698,-0.27024993,0.00266144,-0.3303774,194.94121,42.347904,83.28322,40.97594,47.246784,42.935394,45.576305
-148.19862,-0.18899965,0.103025906,-0.34762883,-0.06848731,-0.2778274,276.92407,43.098427,81.76418,33.90427,48.927273,44.673973,45.56129
-148.00606,-0.21701068,0.09424066,-0.36755943,-0.028501807,-0.27659765,273.14255,42.086964,83.784355,34.245174,51.548504,45.358383,45.550613
-134.91385,-0.1668198,0.13986507,-0.3029991,0.011276187,-0.23209266,257.07117,43.62384,87.62861,38.208946,54.05672,42.662415,45.521736
-163.84935,-0.15791188,0.14515652,-0.2867402,0.058018208,-0.32245058,237.575,44.403133,88.377014,38.165516,58.719414,42.62059,45.442497
-144.01411,-0.16460463,0.07435922,-0.36080757,0.042146828,-0.3571492,296.06723,43.66157,89.41219,34.43972,58.073658,45.008064,45.452744
-145.10368,-0.14296363,0.04516582,-0.4033359,0.022264041,-0.37934208,367.67514,43.469616,89.156296,32.338085,56.884914,47.079643,45.43562
-121.946236,-0.1324688,0.042962447,-0.36196923,0.041893963,-0.33001527,313.85336,43.372326,91.291695,34.111008,53.8545,46.004402,45.48108
-138.23033,-0.1824985,0.08808722,-0.40869856,0.017489897,-0.31822777,340.96594,44.31398,92.06206,32.806168,60.00482,45.786846,45.438866
-150.95053,-0.17832728,0.12008561,-0.3738418,0.021196697,-0.24916637,356.2031,42.736794,89.97269,32.147137,57.88901,45.004414,45.495853
-151.13477,-0.14120996,0.09479985,-0.3737901,0.062737755,-0.337783,357.90945,43.129314,87.45495,33.69956,55.26335,45.269066,45.493305
-167.15009,-0.10331683,0.11629925,-0.37755468,0.07190176,-0.33117363,319.7467,43.597485,87.78854,34.441326,56.532013,44.696774,45.484386
-168.24966,-0.11412357,0.09175216,-0.3286898,0.10863653,-0.33262137,359.12247,43.301662,88.51485,34.15451,50.63469,44.61963,45.52084
-163.65788,-0.15534125,0.0951375,-0.34776768,0.104166865,-0.33542508,351.93695,42.658195,90.319565,36.08861,50.088543,44.52013,45.55395
-146.1079,-0.18521757,0.11958923,-0.36764294,0.04114778,-0.25319862,397.39893,42.37241,86.091194,36.435017,47.990494,44.75976,45.557957
-152.35406,-0.17086074,0.12282244,-0.36985728,0.031907964,-0.24307045,333.19662,43.06711,89.768745,34.85537,49.86729,44.41335,45.558117
-148.71198,-0.16788717,0.10640574,-0.39896435,0.040214814,-0.2653925,297.77905,44.341183,90.16871,34.71498,52.993206,44.670002,45.513405
-150.16457,-0.15250209,0.12095518,-0.36480793,0.04035938,-0.25167173,294.5586,44.111584,89.22845,35.616898,50.88325,44.074245,45.578342
-128.44254,-0.2125729,0.06840254,-0.44972995,-0.001995978,-0.24389453,289.1224,44.78634,89.44501,33.630226,49.24473,45.414906,45.589355
-128.54063,-0.20692565,0.017456353,-0.45873982,0.0053614588,-0.29567888,347.50412,43.31871,87.109535,33.40087,47.438416,46.714664,45.576855
-145.29991,-0.18718454,0.032776613,-0.4166352,0.046312556,-0.32356334,397.6511,42.052975,82.58196,32.595608,47.12558,46.478962,45.5846
-15.049263,-0.04824263,0.050438263,-0.04910139,-0.02732818,-0.04071542,113.5844,40.600677,73.12626,41.61958,42.604122,39.136784,45.795155
-40.052696,-0.055535432,0.04665494,-0.11624838,-0.022981524,-0.178611,173.91647,40.53803,70.325615,41.517902,45.401882,41.370304,45.702976
-87.60575,-0.03396203,0.06240075,-0.1053743,-0.023192398,-0.27959043,118.71868,41.12944,72.47862,43.14912,40.9127,41.421803,45.698517
-96.40813,-0.063823715,0.08263009,-0.19240333,-0.048162494,-0.2513509,248.52298,40.53478,71.69729,37.035816,38.109966,42.464893,45.747055
-130.50668,-0.17574888,0.1331896,-0.18724833,-0.066855706,-0.18244815,229.19022,41.344776,77.10017,35.99654,42.99759,41.737915,45.704445
-140.46806,-0.2058454,0.118515015,-0.3260006,-0.077186204,-0.25522956,240.08209,40.84301,74.12148,33.27902,42.52535,43.89162,45.69693
-161.1928,-0.18903494,0.15424557,-0.31036788,-0.048190437,-0.20935005,246.87372,41.53606,75.91654,33.91871,46.065834,43.141766,45.656094
-169.38635,-0.22271068,0.12747833,-0.3448942,-0.03830535,-0.23159702,264.78513,42.45135,78.056725,32.654827,44.987957,44.04553,45.666195
-156.8245,-0.21361656,0.076075375,-0.36842906,-0.056303628,-0.25728065,317.43726,41.294415,81.16297,32.945705,47.617485,45.245247,45.6028
-122.48079,-0.19742468,0.0738803,-0.3720089,-0.030263007,-0.26232934,290.20383,41.429653,82.03409,35.296898,43.816715,46.03305,45.617767
-127.254555,-0.1739644,0.056913525,-0.41220376,-0.027028367,-0.32053164,331.59222,41.40357,81.33611,35.05806,51.162445,46.42469,45.548832
-135.673,-0.19591339,0.029321495,-0.48609912,-0.043576103,-0.3049183,363.39435,40.774723,82.91365,28.855959,49.1489,47.928337,45.619095
-139.77159,-0.20441315,0.022497853,-0.4179836,-0.018723467,-0.30687207,378.1465,39.31331,80.26723,31.045418,47.244972,47.395496,45.623222
-114.959175,-0.17213765,0.0030601164,-0.4205541,0.01749909,-0.32078052,399.689,40.11022,82.206696,31.98578,48.331608,46.480022,45.59966
-138.94963,-0.16886647,0.08528173,-0.3714876,0.016364925,-0.22567502,454.55945,40.276875,81.140976,30.355268,46.468647,45.427784,45.643547
-139.32455,-0.18757585,0.09846844,-0.38525024,0.004475224,-0.2236125,323.6876,43.622982,87.24311,30.640402,56.096607,44.024307,45.52902
-163.68808,-0.17026642,0.13228552,-0.35866377,-0.007891071,-0.19391356,274.3079,44.16725,87.73772,31.30208,48.22659,43.525185,45.61552
-160.3272,-0.16852418,0.060167097,-0.41945207,0.045515712,-0.3636251,377.53122,42.140762,83.75363,33.5982,49.606976,45.973846,45.53358
-128.5513,-0.11618587,0.09825773,-0.35091597,0.07266367,-0.29635963,393.5305,42.467907,82.9924,35.600014,48.14664,44.247684,45.579178
-144.213,-0.124485664,0.08690648,-0.3696403,0.0661973,-0.3506941,402.89673,42.268898,82.245895,33.979527,51.32608,45.13269,45.544426
-147.12822,-0.11688968,0.114472106,-0.35641238,0.054765705,-0.29314306,408.87555,43.627693,84.867905,33.59068,52.09528,44.286526,45.52743
-150.04309,-0.108685404,0.043423217,-0.39370373,0.060599905,-0.37588888,369.57385,42.834618,84.42743,33.338158,54.267574,45.39645,45.505867
-134.20981,-0.11523015,0.03566786,-0.42930606,0.04308599,-0.36304894,466.46,41.341988,84.73595,32.762623,50.486755,47.216675,45.56685
-106.3924,-0.17386831,0.032788,-0.4506636,0.0068940585,-0.2607267,421.76505,41.186485,84.019844,28.90422,45.903084,46.911304,45.666016
-155.88496,-0.18309642,0.039327137,-0.43039522,-0.0146324765,-0.30576247,394.13312,41.32857,84.39212,29.179132,47.807682,46.79302,45.602142
-163.78398,-0.20709367,0.06556306,-0.40758944,0.033733286,-0.3511685,349.9199,41.637394,88.43499,31.810013,56.974937,45.985096,45.531162
-142.87401,-0.17234005,0.06432242,-0.43605712,-0.0048342925,-0.29873547,386.8349,42.014137,86.95725,30.45395,57.310062,46.107685,45.514168
-125.57803,-0.1744802,0.054701883,-0.43869045,0.037131563,-0.3277743,454.53503,41.7248,86.80851,31.471418,58.980427,47.19151,45.45699
-145.6964,-0.16289346,0.07330087,-0.42691872,0.077298395,-0.30784073,420.19128,41.951973,89.706314,27.652065,54.723076,46.14867,45.55795
-157.42894,-0.17948307,0.09374337,-0.4365191,0.0395913,-0.31892106,392.20767,43.18329,90.62513,29.599426,61.27373,46.023964,45.467247
-17.23844,-0.05383023,0.045385946,-0.06531807,-0.064859435,-0.07611324,140.94586,39.18399,73.07188,39.08096,46.581806,39.486877,45.759052
-55.777687,-0.05830533,0.06260946,-0.13040684,-0.078455895,-0.13303366,135.93646,40.11213,75.01143,38.081497,49.40855,39.544212,45.704422
-104.46676,-0.06831423,0.10467261,-0.10720803,-0.037194133,-0.20718019,60.171085,41.15386,73.7964,39.600285,44.963226,39.36734,45.71061
-118.70951,-0.15417954,0.1203899,-0.15228856,-0.045052383,-0.21931513,62.113834,42.648415,75.84104,38.78259,46.888218,39.471474,45.66581
-156.49236,-0.15121326,0.1452207,-0.19744538,-0.033958662,-0.24209586,179.41327,41.961533,71.08534,34.290474,47.118984,41.368164,45.64619
-151.03195,-0.16583721,0.12851982,-0.22612654,-0.029368835,-0.25440302,203.84132,42.15796,71.67803,31.820938,44.48276,42.566223,45.66789
-166.17319,-0.18387662,0.12979758,-0.3444608,-0.040162176,-0.22721155,313.83307,42.471348,73.07904,27.07879,48.961998,43.90532,45.656715
-201.55107,-0.18559226,0.18264359,-0.3248571,-0.023185655,-0.18731414,347.66278,42.152508,77.327286,27.016453,52.359306,43.155746,45.637615
-172.64311,-0.12252705,0.14826775,-0.3413612,-0.014048213,-0.22442678,322.45862,42.163776,77.37749,31.21738,53.091675,43.149128,45.593662
-167.62181,-0.08164101,0.11511744,-0.40075296,0.008225089,-0.31092978,331.41913,43.411613,81.22812,31.856207,52.292694,44.088192,45.586174
-185.01424,-0.120991774,0.09716862,-0.38059458,0.030204868,-0.34366545,309.92767,43.426895,86.31827,33.554554,55.81083,44.59904,45.555115
-180.51945,-0.1191335,0.07146826,-0.36712614,0.033357386,-0.34330112,338.83453,43.231308,88.668526,34.35384,51.057903,45.063805,45.56814
-177.80568,-0.108179964,0.049466994,-0.3629487,0.040804595,-0.37370482,357.55698,41.894382,85.623184,34.488914,49.53817,45.878918,45.558743
-119.511604,-0.15041165,0.013408187,-0.39629117,0.018079355,-0.40113822,344.88464,41.840046,87.55077,35.474117,48.279232,46.54784,45.56974
-150.57106,-0.16822404,0.038341798,-0.37922272,0.050831936,-0.35692352,321.81418,42.321457,88.11553,34.561687,49.019253,46.229473,45.576447
-153.6543,-0.16405751,0.03407782,-0.3592202,0.051006045,-0.35096774,360.76758,41.713383,87.69991,34.22993,51.41088,45.46732,45.571613
-155.79407,-0.16075146,-0.0028566718,-0.38378015,0.041395675,-0.38379127,385.66284,40.87908,83.55228,30.615799,49.335384,46.54046,45.574593
-173.20808,-0.16192842,0.045623805,-0.3694731,-0.0030303965,-0.29903167,303.49142,42.865948,88.72033,30.27586,50.390194,45.72399,45.604294
-175.13419,-0.18866439,0.050324842,-0.4394377,-0.0056637833,-0.33477944,336.84735,42.161346,87.53821,31.886114,56.685272,46.972027,45.527718
-153.03131,-0.24117918,0.088633806,-0.43376115,-0.03448713,-0.24745758,321.69974,42.610245,89.44876,30.926264,54.842777,45.98933,45.571953
-142.64131,-0.25135323,0.031364582,-0.45837724,0.00039663355,-0.3299144,399.0735,41.650772,89.07587,31.068108,58.77266,47.143616,45.48972
-122.90597,-0.23131864,0.068059646,-0.4108786,0.008324637,-0.29287735,354.6043,42.685875,91.17402,32.119946,61.853413,44.933968,45.462955
-132.3732,-0.20467862,0.07681976,-0.4383136,0.050509743,-0.3022137,390.22977,43.0174,89.44523,30.927876,61.819504,45.51404,45.468098
-120.46878,-0.19357035,0.058955174,-0.4373392,0.010337504,-0.2767287,326.56213,42.540997,89.95308,29.679527,54.97226,44.93739,45.562717
-158.69014,-0.18662786,0.10638568,-0.42306715,0.05491199,-0.27994737,369.06284,42.393024,85.41762,30.95223,57.815495,45.272537,45.524277
-139.03716,-0.16376056,0.0944656,-0.42648113,0.06317949,-0.30008787,383.75317,42.805965,85.36063,31.58976,51.939507,45.004498,45.5784
-122.003876,-0.20180787,0.048098203,-0.4204694,0.027306015,-0.3199011,371.33734,42.333138,86.50247,30.469038,48.4729,45.693615,45.59701
-148.24986,-0.21060771,0.054093245,-0.39984813,0.025323754,-0.33028728,359.54187,41.656982,86.60542,29.854435,55.23509,45.806385,45.546906
-149.45488,-0.1849625,0.07227819,-0.3928213,0.05454661,-0.3514965,343.13153,41.8284,85.77094,32.04325,52.312256,45.520134,45.562977
-153.48128,-0.20054688,0.052184794,-0.41773063,0.012690547,-0.33313552,375.33835,41.055237,85.88246,29.410265,53.60567,46.855183,45.5364
-16.17945,-0.006365593,-0.016677791,-0.14631273,-0.03882653,-0.14180724,164.93379,39.99271,73.38896,39.345005,52.996826,41.09063,45.684155
-52.042835,-0.111239076,0.067294896,-0.18245187,-0.08487297,-0.09848428,138.36569,41.99638,72.72257,36.84054,48.805088,40.257866,45.7074
-82.51216,-0.08378605,0.13021731,-0.15160482,-0.046159036,-0.15334755,95.38575,43.828217,76.17527,40.64928,48.475273,39.13458,45.653805
-111.79918,-0.10059957,0.082464725,-0.25311032,-0.015443941,-0.2662992,208.27525,42.824238,77.887695,35.830235,53.003666,42.2237,45.591793
-119.213356,-0.07662898,0.07872611,-0.21737114,-0.0068755443,-0.29544038,236.78114,41.9622,78.35545,35.619293,49.010784,41.59422,45.636944
-134.83705,-0.102622025,0.053509533,-0.2782426,-0.0053498065,-0.36762094,238.19353,41.76773,78.14662,35.25853,50.25192,43.151863,45.592968
-141.31616,-0.10999576,0.052461255,-0.3082128,-0.023722142,-0.36007932,184.73041,42.126747,80.545166,36.138218,50.70673,43.549496,45.575848
-171.50299,-0.17088255,0.06645055,-0.32535237,-0.027403627,-0.29611015,254.61372,41.660492,84.982414,32.37776,48.631153,44.487503,45.621716
-154.76663,-0.1755046,0.06716315,-0.38702598,-0.029343732,-0.3478644,229.57056,42.364902,83.92063,33.54447,50.112564,45.139004,45.581234
-153.67546,-0.22069421,0.056594636,-0.37780926,-0.0025496476,-0.31906253,252.51826,41.779694,84.67825,32.46051,45.384434,45.273586,45.656837
-172.62444,-0.2034678,0.076054625,-0.33882684,0.024958555,-0.34229428,284.47757,41.144596,79.95544,35.212475,46.78911,44.897766,45.589245
-171.93582,-0.19728616,0.07000538,-0.35487685,0.006946016,-0.35574186,311.92755,41.597256,84.90396,35.1607,50.513832,45.366642,45.55687
-150.86176,-0.13722743,0.10141247,-0.3026048,0.0023253963,-0.32628474,232.00172,42.63743,84.26864,36.32095,47.781746,43.112473,45.619095
-157.84152,-0.17432378,0.0568301,-0.3678627,-0.032804754,-0.36462295,309.8052,41.976143,79.9033,32.02464,44.88048,45.592243,45.606472
-167.38011,-0.15576038,0.10858546,-0.3682298,0.0062473677,-0.29897234,330.74332,41.704082,81.67266,31.850073,49.916027,44.211296,45.6408
-172.49565,-0.15009765,0.15329833,-0.34716246,-0.023665834,-0.22655341,307.58588,43.223145,83.806335,30.019226,45.381992,43.06959,45.708927
-154.15779,-0.1871785,0.11127533,-0.36499906,-0.010064694,-0.32028738,310.98108,42.70434,83.28879,34.34889,51.54668,43.428806,45.571537
-151.71698,-0.21273306,0.079844795,-0.34667823,0.032559432,-0.32287484,299.01917,41.837906,86.51193,33.41859,54.23996,44.167606,45.557194
-154.54129,-0.2268272,0.106460355,-0.40773162,0.019515315,-0.26405826,341.2773,42.835365,86.02327,30.427221,53.510395,44.57956,45.557495
-141.53903,-0.21247715,0.115787104,-0.40848187,0.0042056693,-0.22330672,327.1964,42.78593,83.92396,33.33785,56.53129,44.490646,45.51652
-145.10316,-0.20232315,0.108464584,-0.4159889,0.0018117086,-0.20645538,371.7542,41.857758,81.91024,30.330631,52.976696,44.60412,45.57908
-161.56966,-0.14631204,0.08346427,-0.4416581,0.021953259,-0.32236573,387.46692,41.31637,83.43795,31.406658,55.750042,45.389694,45.545208
-164.49393,-0.15512323,0.13178758,-0.32835415,0.05015791,-0.2623502,343.38724,42.276745,85.34124,32.401733,51.715004,43.78968,45.608475
-152.36522,-0.16547848,0.14081647,-0.3713482,0.014784048,-0.25286347,271.75137,44.542892,86.03448,33.579296,51.439777,42.55663,45.600746
-166.09053,-0.13949224,0.099894285,-0.43271348,0.0046040183,-0.2909545,341.243,43.52289,83.10954,33.734417,49.721962,44.233494,45.579792
-175.95427,-0.1406089,0.08998395,-0.37956554,0.022493858,-0.30905718,372.704,41.909748,82.8293,33.532288,50.433777,44.652576,45.56324
-170.02197,-0.1463204,0.09883603,-0.38013038,0.04440459,-0.2928774,395.57635,41.78707,81.95628,32.22671,54.900196,45.18554,45.54915
-132.18164,-0.10500204,0.06081885,-0.42853928,0.017091498,-0.28576785,443.66403,42.24282,82.52981,31.391197,51.651302,46.058674,45.55213
-164.31685,-0.14664899,0.044153843,-0.41827273,0.029435473,-0.2982557,407.76672,42.624958,86.65726,27.173119,57.12613,46.314217,45.53063
-152.86644,-0.14696798,0.10030797,-0.37928212,0.058203954,-0.20845675,460.44946,42.066048,88.29323,31.718327,52.06007,45.399433,45.577957
-10.519622,-0.018555278,0.03544905,-0.05032893,0.006126768,-0.08155401,144.05733,40.256786,72.76637,41.676884,50.868305,39.57109,45.71537
-50.681076,-0.020583354,0.04293869,-0.12400221,0.0016197404,-0.22009374,228.64508,39.671562,71.03631,37.195927,49.86436,41.23586,45.679115
-91.67521,-0.09115929,0.111756295,-0.16608283,-0.02295349,-0.1740134,229.93839,40.69063,72.28362,33.390587,45.623817,40.983074,45.727814
-124.33719,-0.09520402,0.119867735,-0.17462105,-0.022281362,-0.21847907,226.06374,41.039227,74.05998,33.211052,47.486042,40.286385,45.69899
-117.84975,-0.12367439,0.095394924,-0.23618498,-0.06747887,-0.23867531,193.85703,41.61356,72.83199,33.725685,41.530167,41.786156,45.73532
-143.2533,-0.088831484,0.08032715,-0.23753008,-0.049055137,-0.2872669,202.12192,40.599606,77.02872,34.119263,47.009075,41.804657,45.668564
-143.09958,-0.16750725,0.113584995,-0.27821136,-0.0424966,-0.2409848,206.45726,41.658916,76.81302,31.973686,45.654816,42.551216,45.67908
